packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.util,NotificationUtil,com.github.package-url:packageurl-java,null,null,2,40,0.05
org.dependencytrack.util,NotificationUtil,us.springett:alpine,null,null,38,40,0.95
org.dependencytrack.model,NotificationRuleTest,us.springett:alpine,null,null,4,4,1.0
org.dependencytrack.model,PolicyCondition,us.springett:alpine,null,null,6,6,1.0
org.dependencytrack.util,InternalComponentIdentificationUtil,us.springett:alpine,null,null,14,14,1.0
org.dependencytrack.policy,PolicyEngine,us.springett:alpine,null,null,10,10,1.0
org.dependencytrack.resources.v1,NotificationPublisherResourceTest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.tasks.repositories,GoModulesMetaAnalyzer,com.github.package-url:packageurl-java,null,null,6,45,0.13
org.dependencytrack.tasks.repositories,GoModulesMetaAnalyzer,us.springett:alpine,null,null,5,45,0.11
org.dependencytrack.tasks.repositories,GoModulesMetaAnalyzer,com.konghq:unirest-java,null,null,34,45,0.76
org.dependencytrack.model,AnalysisComment,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.resources.v1,NotificationRuleResourceTest,us.springett:alpine,null,null,40,40,1.0
org.dependencytrack.servlets,NvdMirrorServlet,us.springett:alpine,null,null,4,4,1.0
org.dependencytrack.tasks,VulnDbSyncTask,us.springett:vulndb-data-mirror,null,null,43,107,0.4
org.dependencytrack.tasks,VulnDbSyncTask,us.springett:cpe-parser,null,null,15,107,0.14
org.dependencytrack.tasks,VulnDbSyncTask,us.springett:alpine,null,null,49,107,0.46
org.dependencytrack.resources.v1,SearchResource,us.springett:alpine,null,null,7,7,1.0
org.dependencytrack.resources.v1.vo,ViolationAnalysisRequest,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.model,RepositoryTypeTest,com.github.package-url:packageurl-java,null,null,21,21,1.0
org.dependencytrack.persistence,MetricsQueryManager,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.resources.v1,SearchResourceTest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.event,NistMirrorEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.model,Repository,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.persistence,NotificationQueryManager,us.springett:alpine,null,null,12,12,1.0
org.dependencytrack.resources.v1,UserResourceUnauthenticatedTest,us.springett:alpine,null,null,31,31,1.0
org.dependencytrack.persistence,VulnerableSoftwareQueryManager,us.springett:alpine,null,null,9,9,1.0
org.dependencytrack.resources.v1,BomResourceTest,us.springett:alpine,null,null,4,4,1.0
org.dependencytrack.tasks.scanners,VulnDbAnalysisTask,us.springett:vulndb-data-mirror,null,null,23,58,0.4
org.dependencytrack.tasks.scanners,VulnDbAnalysisTask,us.springett:alpine,null,null,35,58,0.6
org.dependencytrack.persistence,ProjectQueryManager,com.github.package-url:packageurl-java,null,null,4,116,0.03
org.dependencytrack.persistence,ProjectQueryManager,us.springett:alpine,null,null,112,116,0.97
org.dependencytrack.tasks.repositories,IMetaAnalyzer,com.github.package-url:packageurl-java,null,null,24,24,1.0
org.dependencytrack.model,OrganizationalContact,us.springett:alpine,null,null,3,3,1.0
org.dependencytrack.search,VulnerabilityIndexer,org.apache.lucene:lucene-core,null,null,22,59,0.37
org.dependencytrack.search,VulnerabilityIndexer,us.springett:alpine,null,null,37,59,0.63
org.dependencytrack.policy,SwidTagIdPolicyEvaluator,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.tasks,BomUploadProcessingTask,us.springett:alpine,null,null,61,81,0.75
org.dependencytrack.tasks,BomUploadProcessingTask,org.cyclonedx:cyclonedx-core-java,null,null,20,81,0.25
org.dependencytrack.event,VulnDbSyncEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.integrations.fortifyssc,FortifySscUploaderTest,us.springett:alpine,null,null,7,7,1.0
org.dependencytrack.event,CloneProjectEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.upgrade.v410,v410Updater,us.springett:alpine,null,null,12,12,1.0
org.dependencytrack.resources.v1,CweResourceTest,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.event,PortfolioVulnerabilityAnalysisEvent,us.springett:alpine,null,null,2,2,1.0
org.dependencytrack.tasks.repositories,PypiMetaAnalyzer,com.github.package-url:packageurl-java,null,null,4,60,0.07
org.dependencytrack.tasks.repositories,PypiMetaAnalyzer,us.springett:alpine,null,null,7,60,0.12
org.dependencytrack.tasks.repositories,PypiMetaAnalyzer,com.konghq:unirest-java,null,null,49,60,0.82
org.dependencytrack.resources.v1,RepositoryResourceTest,us.springett:alpine,null,null,5,5,1.0
org.dependencytrack.common,ManagedHttpClientFactory,us.springett:alpine,null,null,52,52,1.0
org.dependencytrack.event,VulnerabilityAnalysisEvent,us.springett:alpine,null,null,1,1,1.0
org.dependencytrack.integration,ApiClient,com.konghq:unirest-java,null,null,50,50,1.0
org.dependencytrack.resources.v1,BomResource,org.cyclonedx:cyclonedx-core-java,null,null,76,110,0.69
org.dependencytrack.resources.v1,BomResource,us.springett:alpine,null,null,34,110,0.31
org.dependencytrack.tasks,InternalComponentIdentificationTask,us.springett:alpine,null,null,18,18,1.0
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,com.github.package-url:packageurl-java,null,null,27,101,0.27
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,com.konghq:unirest-java,null,null,54,101,0.53
org.dependencytrack.tasks.scanners,NpmAuditAnalysisTask,us.springett:alpine,null,null,20,101,0.2
